source,translation,target,legal_entity,BLEU,METEOR,COMET,term
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",1.0000000000000004,0.9999271030762502,0.9677249193191528,article
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Die von der Kommission beschlossenen Maßnahmen können von jedem Mitgliedstaat innerhalb einer Woche ab dem Datum, an dem sie ihm mitgeteilt wurden, an den Rat verwiesen werden.","Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.17202650214787163,0.49811613475177297,0.8595609068870544,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",1.0000000000000004,0.9997724169321802,0.9647675156593323,commission
"After consulting the Commission,","Nach Anhörung der Kommission,",nach Anhörung der Kommission -,commission,0.39763536438352515,0.7937500000000002,0.8883846998214722,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",1.0000000000000004,0.9999814814814815,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfüllen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.9452861848260069,0.9791289422061265,0.9197881817817688,commission
"The measures provided for in this Decision are in accordance with the opinion of the Programme Committee issued,",Die in diesem Beschluss vorgesehenen Maßnahmen entsprechen der Stellungnahme des Programmausschusses.,Die in diesem Beschluss vorgesehenen Maßnahmen entsprechen der Stellungnahme des Programmausschusses -,"opinion, decision",0.9036020036098446,0.9163223140495868,0.9282302260398865,decision
"The measures provided for in this Decision are in accordance with the opinion of the Standing Committee on Seeds and Propagating Material for Agriculture, Horticulture and Forestry,","Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Ausschusses für das landwirtschaftliche, gartenbauliche und forstliche Saat- und Pflanzgutwesen.","Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Ausschusses für das landwirtschaftliche, gartenbauliche und forstliche Saat- und Pflanzgutwesen -","material, opinion, agriculture, standing, decision",0.9533589351059681,0.9564768235716853,0.9145510196685791,decision
Decision to have recourse to this right has to be communicated to the IMO.,"Die Entscheidung, von diesem Recht Gebrauch zu machen, ist der IMO mitzuteilen.","Die Entscheidung, von diesem Recht Gebrauch zu machen, ist der IMO mitzuteilen.","recourse, decision, right",1.0000000000000004,0.9998518518518519,0.970767617225647,decision
"Schengen Executive Committee Decision (SCH/Com-ex (94) 2) of 26 April 1994, and",der Beschluss (SCH/Com-ex (94) 2) des Schengener Exekutivausschusses vom 26. April 1994 und,der Beschluss (SCH/Com-ex (94) 2) des Schengener Exekutivausschusses vom 26. April 1994 und,decision,1.0000000000000004,0.9999142661179699,0.9621352553367615,decision
Diagnosis of SVD must be carried out in accordance with Decision 2000/428/EC.,Die Diagnose der VSK erfolgt nach Maßgabe der Entscheidung 2000/428/EG.,Die Diagnose der VSK erfolgt nach Maßgabe der Entscheidung 2000/428/EG der Kommission.,decision,0.8239677834947428,0.7896435950413222,0.9459408521652222,decision
Persons heard by the Commission may be assisted by their lawyers or other qualified and duly authorised persons admitted by the Hearing Officer.,Die von der Kommission anzuhörenden Personen können ihre Rechtsberater oder andere vom Anhörungsbeauftragten zugelassene qualifizierte und mit ordnungsgemäßer Vollmacht versehene Personen hinzuziehen.,Die von der Kommission anzuhörenden Personen können ihre Rechtsberater oder andere vom Anhörungsbeauftragten zugelassene qualifizierte und mit ordnungsgemäßer Vollmacht versehene Personen hinzuziehen.,"commission, officer, hearing",1.0000000000000004,0.999958905235473,0.9400660991668701,hearing
"Where the Commission intends to take a decision pursuant to Article 6(3) or Article 8(2) to (6) of Regulation (EC) No 139/2004, it shall afford the notifying parties who have so requested in their written comments the opportunity to develop their arguments in a formal oral hearing.","Vor Erlass einer Entscheidung gemäß Artikel 6 Absatz 3 oder Artikel 8 Absätze 2 bis 6 der Verordnung (EG) Nr. 139/2004 gibt sie den Anmeldern, die dies in ihren schriftlichen Stellungnahmen beantragt haben, die Gelegenheit, ihre Argumente in einer förmlichen mündlichen Anhörung vorzutragen.","Vor Erlass einer Entscheidung gemäß Artikel 6 Absatz 3 oder Artikel 8 Absätze 2 bis 6 der Verordnung (EG) Nr. 139/2004 gibt sie den Anmeldern, die dies in ihren schriftlichen Stellungnahmen beantragt haben, die Gelegenheit, ihre Argumente in einer förmlichen mündlichen Anhörung vorzutragen.","regulation, article, hearing, commission, decision",1.0000000000000004,0.999996,0.9304959774017334,hearing
Hearing of the parties and of third persons,Anhörung der Beteiligten und Dritter,Anhörung Beteiligter und Dritter,hearing,0.23643540225079385,0.6233062330623306,0.9347770810127258,hearing
The European Parliament or the Council may also ask at any time for a hearing with the Executive Director on any subject related to the Agency's activities.,Ferner können das Europäische Parlament oder der Rat jederzeit eine Anhörung mit dem Exekutivdirektor zu jedem Thema im Zusammenhang mit den Aktivitäten der Agentur anfordern.,Ferner können das Europäische Parlament oder der Rat den Direktor jederzeit zu jedem Thema im Zusammenhang mit der Tätigkeit der Agentur befragen.,"hearing, director, agency",0.48443289567315256,0.7850153959554408,0.9049938321113586,hearing
"All interested parties who requested a hearing within the time limit set, and who indicated that they were likely to be affected by the result of the proceeding and that there were particular reasons why they should be heard, were granted such a hearing.","Alle interessierten Parteien, die fristgemäß eine Anhörung beantragten und angaben, dass sie wahrscheinlich vom Ergebnis des Verfahrens betroffen sein würden und dass es besondere Gründe gab, warum sie gehört werden sollten, wurde eine solche Anhörung gewährt.","Alle interessierten Parteien, die fristgemäß eine Anhörung beantragten und nachwiesen, dass sie wahrscheinlich vom Ergebnis des Verfahrens betroffen sein würden und dass besondere Gründe für ihre Anhörung sprachen, wurden gehört.","set, hearing, proceeding",0.5396134764742229,0.7887207146699927,0.8887168765068054,hearing
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke sowie des Verkaufs dieses Magermilchpulvers.,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.892289847859807,0.9353079441048567,0.9159509539604187,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",1.0000000000000004,0.9999974373693058,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",1.0000000000000004,0.9999921875,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",1.0000000000000004,0.9999951841114204,0.9291460514068604,regulation
